iter	Passed	Remaining
731	37555	66081
732	37606	66028
733	37656	65976
734	37708	65925
735	37761	65877
736	37808	65818
737	37858	65765
738	37908	65711
739	37958	65658
740	38010	65607
741	38068	65568
742	38128	65531
743	38181	65483
744	38232	65430
745	38277	65369
746	38334	65326
747	38387	65279
748	38438	65227
749	38487	65172
750	38536	65116
751	38586	65063
752	38640	65016
753	38693	64968
754	38755	64934
755	38807	64884
756	38864	64843
757	38917	64794
758	38974	64752
759	39023	64696
760	39074	64645
761	39128	64598
762	39181	64548
763	39234	64500
764	39290	64456
765	39348	64416
766	39403	64371
767	39451	64314
768	39506	64268
769	39561	64223
770	39612	64171
771	39659	64112
772	39709	64058
773	39757	64002
774	39800	63937
775	39856	63893
776	39902	63833
777	39953	63781
778	40001	63725
779	40053	63674
780	40103	63621
781	40152	63566
782	40195	63501
